family,pattern_id,supported,total_count,success_count,failure_count,failure_rate,failure_lift,dominant_failure_key,dominant_failure_count,mean_reward,mean_steps,termination_counts,failure_key_counts,failure_key_lifts
start_behavior_context,start_region=x_mid__y_neg|start_theta_bin=sector_7|path_angle_bin=sector_6|near_count_bin=0|far_count_bin=1|medhigh_count_bin=0,True,112,104,8,0.07142857142857142,0.6030848213111242,timeout,3,-3.9401377189822617,3.3035714285714284,"{""collision"": 5, ""success"": 104, ""timeout"": 3}","{""collision_rod_early"": 2, ""collision_rod_mid"": 1, ""collision_tblock_early"": 2, ""timeout"": 3}","{""collision_rod_early"": 1.533984016518813, ""collision_rod_late"": 0.0, ""collision_rod_mid"": 5.836012510910677, ""collision_tblock_early"": 0.2580934152539647, ""collision_tblock_late"": 0.0, ""collision_tblock_mid"": 0.0, ""fall"": 0.0, ""timeout"": 0.7941290003299241}"
start_behavior_context,start_region=x_neg__y_neg|start_theta_bin=sector_2|path_angle_bin=sector_4|near_count_bin=0|far_count_bin=1|medhigh_count_bin=0,True,141,131,10,0.07092198581560284,0.5988076239968608,timeout,6,-3.137691887945799,3.0709219858156027,"{""collision"": 4, ""success"": 131, ""timeout"": 6}","{""collision_rod_early"": 1, ""collision_tblock_early"": 3, ""timeout"": 6}","{""collision_rod_early"": 0.6092418789010889, ""collision_rod_late"": 0.0, ""collision_rod_mid"": 0.0, ""collision_tblock_early"": 0.30751555860046853, ""collision_tblock_late"": 0.0, ""collision_tblock_mid"": 0.0, ""fall"": 0.0, ""timeout"": 1.2615950076163334}"
start_behavior_context,start_region=x_neg__y_mid|start_theta_bin=sector_6|path_angle_bin=sector_3|near_count_bin=0|far_count_bin=1|medhigh_count_bin=0,True,127,118,9,0.07086614173228346,0.5983361219307217,timeout,5,-5.529629698843316,4.015748031496063,"{""collision"": 4, ""success"": 118, ""timeout"": 5}","{""collision_rod_early"": 1, ""collision_tblock_early"": 3, ""timeout"": 5}","{""collision_rod_early"": 0.6764024009846735, ""collision_rod_late"": 0.0, ""collision_rod_mid"": 0.0, ""collision_tblock_early"": 0.3414149115170556, ""collision_tblock_late"": 0.0, ""collision_tblock_mid"": 0.0, ""fall"": 0.0, ""timeout"": 1.1672237275190485}"
start_behavior_context,start_region=x_pos__y_neg|start_theta_bin=sector_1|path_angle_bin=sector_7|near_count_bin=0|far_count_bin=2|medhigh_count_bin=0,True,2144,1993,151,0.07042910447761194,0.5946461344457633,collision_tblock_early,72,-2.8335990629751504,3.0391791044776117,"{""collision"": 87, ""fall"": 1, ""success"": 1993, ""timeout"": 63}","{""collision_rod_early"": 12, ""collision_rod_mid"": 1, ""collision_tblock_early"": 72, ""collision_tblock_mid"": 2, ""fall"": 1, ""timeout"": 63}","{""collision_rod_early"": 0.480800960401419, ""collision_rod_late"": 0.0, ""collision_rod_mid"": 0.30486632519682644, ""collision_tblock_early"": 0.48536970629850074, ""collision_tblock_late"": 0.0, ""collision_tblock_mid"": 1.3246846519614317, ""fall"": 0.36960337202874516, ""timeout"": 0.8711713660335734}"
start_behavior_context,start_region=x_pos__y_mid|start_theta_bin=sector_3|path_angle_bin=sector_0|near_count_bin=0|far_count_bin=2|medhigh_count_bin=0,True,2347,2182,165,0.07030251384746485,0.5935773060198966,timeout,112,-2.6607366853073082,3.1972731146144016,"{""collision"": 51, ""fall"": 2, ""success"": 2182, ""timeout"": 112}","{""collision_rod_early"": 14, ""collision_rod_mid"": 3, ""collision_tblock_early"": 32, ""collision_tblock_mid"": 2, ""fall"": 2, ""timeout"": 112}","{""collision_rod_early"": 0.5124173280574135, ""collision_rod_late"": 0.0, ""collision_rod_mid"": 0.8354922043740894, ""collision_tblock_early"": 0.19706152540907743, ""collision_tblock_late"": 0.0, ""collision_tblock_mid"": 1.2101081780167489, ""fall"": 0.6752702425476179, ""timeout"": 1.4147925266494203}"
start_behavior_context,start_region=x_neg__y_neg|start_theta_bin=sector_5|path_angle_bin=sector_5|near_count_bin=0|far_count_bin=2|medhigh_count_bin=0,True,2042,1899,143,0.07002938295788443,0.5912712107075763,timeout,57,-3.4698643424424094,3.299706170421156,"{""collision"": 85, ""fall"": 1, ""success"": 1899, ""timeout"": 57}","{""collision_rod_early"": 27, ""collision_rod_late"": 1, ""collision_rod_mid"": 10, ""collision_tblock_early"": 43, ""collision_tblock_late"": 1, ""collision_tblock_mid"": 3, ""fall"": 1, ""timeout"": 57}","{""collision_rod_early"": 1.135839291369464, ""collision_rod_late"": 2.2777754120001705, ""collision_rod_mid"": 3.2009471166601173, ""collision_tblock_early"": 0.3043530577529613, ""collision_tblock_late"": 2.91049080422244, ""collision_tblock_mid"": 2.0862810189559085, ""fall"": 0.38806544056299197, ""timeout"": 0.8275741981890689}"
start_behavior_context,start_region=x_mid__y_neg|start_theta_bin=sector_3|path_angle_bin=sector_6|near_count_bin=0|far_count_bin=1|medhigh_count_bin=0,True,100,93,7,0.07,0.5910231248849017,timeout,7,-2.509528178783773,3.58,"{""success"": 93, ""timeout"": 7}","{""timeout"": 7}","{""collision_rod_early"": 0.0, ""collision_rod_late"": 0.0, ""collision_rod_mid"": 0.0, ""collision_tblock_early"": 0.0, ""collision_tblock_late"": 0.0, ""collision_tblock_mid"": 0.0, ""fall"": 0.0, ""timeout"": 2.0753237875288684}"
start_behavior_context,start_region=x_neg__y_pos|start_theta_bin=sector_5|path_angle_bin=sector_3|near_count_bin=0|far_count_bin=2|medhigh_count_bin=0,True,2186,2033,153,0.06999085086916743,0.5909458770578353,timeout,66,-4.016138021255929,3.4300091491308327,"{""collision"": 86, ""fall"": 1, ""success"": 2033, ""timeout"": 66}","{""collision_rod_early"": 33, ""collision_rod_mid"": 1, ""collision_tblock_early"": 51, ""collision_tblock_late"": 1, ""fall"": 1, ""timeout"": 66}","{""collision_rod_early"": 1.2967989307075787, ""collision_rod_late"": 0.0, ""collision_rod_mid"": 0.29900887521591757, ""collision_tblock_early"": 0.3371979844306144, ""collision_tblock_late"": 2.7187658839076954, ""collision_tblock_mid"": 0.0, ""fall"": 0.3625021178543594, ""timeout"": 0.8951207030251295}"
start_behavior_context,start_region=x_neg__y_neg|start_theta_bin=sector_2|path_angle_bin=sector_5|near_count_bin=0|far_count_bin=1|medhigh_count_bin=0,True,129,120,9,0.06976744186046512,0.5890595929085399,timeout,6,-3.33853464226023,3.4263565891472867,"{""collision"": 3, ""success"": 120, ""timeout"": 6}","{""collision_rod_mid"": 1, ""collision_tblock_early"": 2, ""timeout"": 6}","{""collision_rod_early"": 0.0, ""collision_rod_late"": 0.0, ""collision_rod_mid"": 5.066925590868185, ""collision_tblock_early"": 0.2240811047166205, ""collision_tblock_late"": 0.0, ""collision_tblock_mid"": 0.0, ""fall"": 0.0, ""timeout"": 1.3789526827434342}"
start_behavior_context,start_region=x_pos__y_neg|start_theta_bin=sector_1|path_angle_bin=sector_6|near_count_bin=0|far_count_bin=1|medhigh_count_bin=0,True,115,107,8,0.06956521739130435,0.5873521737986601,timeout,5,-3.2185793888842578,3.4521739130434783,"{""collision"": 3, ""success"": 107, ""timeout"": 5}","{""collision_rod_early"": 2, ""collision_tblock_early"": 1, ""timeout"": 5}","{""collision_rod_early"": 1.493967042174844, ""collision_rod_late"": 0.0, ""collision_rod_mid"": 0.0, ""collision_tblock_early"": 0.12568027177584368, ""collision_tblock_late"": 0.0, ""collision_tblock_mid"": 0.0, ""fall"": 0.0, ""timeout"": 1.2890209860427753}"
